QueryID	Q0	DocID	Rank	Score	RunID
test	Q0	819250	730	5.0	runtest
test	Q0	814122	731	5.0	runtest
test	Q0	808271	732	5.0	runtest
test	Q0	800919	733	5.0	runtest
test	Q0	796927	734	5.0	runtest
test	Q0	795596	735	5.0	runtest
test	Q0	784587	736	5.0	runtest
test	Q0	782173	737	5.0	runtest
test	Q0	778956	738	5.0	runtest
test	Q0	778593	739	5.0	runtest
test	Q0	778371	740	5.0	runtest
test	Q0	777306	741	5.0	runtest
test	Q0	772862	742	5.0	runtest
test	Q0	763880	743	5.0	runtest
test	Q0	760724	744	5.0	runtest
test	Q0	756684	745	5.0	runtest
test	Q0	756469	746	5.0	runtest
test	Q0	746693	747	5.0	runtest
test	Q0	745706	748	5.0	runtest
test	Q0	739925	749	5.0	runtest
test	Q0	729279	750	5.0	runtest
test	Q0	727109	751	5.0	runtest
test	Q0	724730	752	5.0	runtest
test	Q0	712993	753	5.0	runtest
test	Q0	696263	754	5.0	runtest
test	Q0	693667	755	5.0	runtest
test	Q0	692495	756	5.0	runtest
test	Q0	690869	757	5.0	runtest
test	Q0	686084	758	5.0	runtest
test	Q0	685272	759	5.0	runtest
test	Q0	684207	760	5.0	runtest
test	Q0	680051	761	5.0	runtest
test	Q0	679120	762	5.0	runtest
test	Q0	673015	763	5.0	runtest
test	Q0	669885	764	5.0	runtest
test	Q0	666090	765	5.0	runtest
test	Q0	652095	766	5.0	runtest
test	Q0	639283	767	5.0	runtest
test	Q0	618219	768	5.0	runtest
test	Q0	611588	769	5.0	runtest
test	Q0	608275	770	5.0	runtest
test	Q0	603857	771	5.0	runtest
test	Q0	597577	772	5.0	runtest
test	Q0	589021	773	5.0	runtest
test	Q0	580370	774	5.0	runtest
test	Q0	579571	775	5.0	runtest
test	Q0	579453	776	5.0	runtest
test	Q0	578458	777	5.0	runtest
test	Q0	573209	778	5.0	runtest
test	Q0	569561	779	5.0	runtest
test	Q0	568981	780	5.0	runtest
test	Q0	568621	781	5.0	runtest
test	Q0	563388	782	5.0	runtest
test	Q0	563137	783	5.0	runtest
test	Q0	560865	784	5.0	runtest
test	Q0	558321	785	5.0	runtest
test	Q0	551058	786	5.0	runtest
test	Q0	550775	787	5.0	runtest
test	Q0	539808	788	5.0	runtest
test	Q0	536916	789	5.0	runtest
test	Q0	533181	790	5.0	runtest
test	Q0	533051	791	5.0	runtest
test	Q0	532562	792	5.0	runtest
test	Q0	529379	793	5.0	runtest
test	Q0	529090	794	5.0	runtest
test	Q0	523818	795	5.0	runtest
test	Q0	516492	796	5.0	runtest
test	Q0	513176	797	5.0	runtest
test	Q0	511593	798	5.0	runtest
test	Q0	509907	799	5.0	runtest
test	Q0	509282	800	5.0	runtest
test	Q0	508498	801	5.0	runtest
test	Q0	507796	802	5.0	runtest
test	Q0	502380	803	5.0	runtest
test	Q0	501060	804	5.0	runtest
test	Q0	500651	805	5.0	runtest
test	Q0	499074	806	5.0	runtest
test	Q0	497839	807	5.0	runtest
test	Q0	497814	808	5.0	runtest
test	Q0	494915	809	5.0	runtest
test	Q0	494706	810	5.0	runtest
test	Q0	491176	811	5.0	runtest
test	Q0	487605	812	5.0	runtest
test	Q0	486117	813	5.0	runtest
test	Q0	485701	814	5.0	runtest
test	Q0	483908	815	5.0	runtest
test	Q0	474840	816	5.0	runtest
test	Q0	465299	817	5.0	runtest
test	Q0	456167	818	5.0	runtest
test	Q0	451064	819	5.0	runtest
test	Q0	450261	820	5.0	runtest
test	Q0	445842	821	5.0	runtest
test	Q0	434450	822	5.0	runtest
test	Q0	432649	823	5.0	runtest
test	Q0	429215	824	5.0	runtest
test	Q0	426669	825	5.0	runtest
test	Q0	423491	826	5.0	runtest
test	Q0	414769	827	5.0	runtest
test	Q0	413341	828	5.0	runtest
test	Q0	408059	829	5.0	runtest
test	Q0	406467	830	5.0	runtest
test	Q0	403147	831	5.0	runtest
test	Q0	400722	832	5.0	runtest
test	Q0	400657	833	5.0	runtest
test	Q0	396180	834	5.0	runtest
test	Q0	383396	835	5.0	runtest
test	Q0	381352	836	5.0	runtest
test	Q0	381296	837	5.0	runtest
test	Q0	371929	838	5.0	runtest
test	Q0	365593	839	5.0	runtest
test	Q0	359883	840	5.0	runtest
test	Q0	359717	841	5.0	runtest
test	Q0	352499	842	5.0	runtest
test	Q0	337554	843	5.0	runtest
test	Q0	337475	844	5.0	runtest
test	Q0	333493	845	5.0	runtest
test	Q0	333399	846	5.0	runtest
test	Q0	326507	847	5.0	runtest
test	Q0	322279	848	5.0	runtest
test	Q0	307880	849	5.0	runtest
test	Q0	305107	850	5.0	runtest
test	Q0	296466	851	5.0	runtest
test	Q0	292633	852	5.0	runtest
test	Q0	292631	853	5.0	runtest
test	Q0	288800	854	5.0	runtest
test	Q0	288308	855	5.0	runtest
test	Q0	286079	856	5.0	runtest
test	Q0	286037	857	5.0	runtest
test	Q0	278164	858	5.0	runtest
test	Q0	276754	859	5.0	runtest
test	Q0	273766	860	5.0	runtest
test	Q0	269700	861	5.0	runtest
test	Q0	258228	862	5.0	runtest
test	Q0	247282	863	5.0	runtest
test	Q0	246576	864	5.0	runtest
test	Q0	236963	865	5.0	runtest
test	Q0	234245	866	5.0	runtest
test	Q0	233428	867	5.0	runtest
test	Q0	231062	868	5.0	runtest
test	Q0	218878	869	5.0	runtest
test	Q0	211622	870	5.0	runtest
test	Q0	204944	871	5.0	runtest
test	Q0	190729	872	5.0	runtest
test	Q0	175188	873	5.0	runtest
test	Q0	171395	874	5.0	runtest
test	Q0	170020	875	5.0	runtest
test	Q0	169353	876	5.0	runtest
test	Q0	167359	877	5.0	runtest
test	Q0	166953	878	5.0	runtest
test	Q0	157754	879	5.0	runtest
test	Q0	156680	880	5.0	runtest
test	Q0	156671	881	5.0	runtest
test	Q0	149257	882	5.0	runtest
test	Q0	142490	883	5.0	runtest
test	Q0	131529	884	5.0	runtest
test	Q0	129102	885	5.0	runtest
test	Q0	121694	886	5.0	runtest
test	Q0	117779	887	5.0	runtest
test	Q0	111486	888	5.0	runtest
test	Q0	108604	889	5.0	runtest
test	Q0	108512	890	5.0	runtest
test	Q0	97355	891	5.0	runtest
test	Q0	92199	892	5.0	runtest
test	Q0	90611	893	5.0	runtest
test	Q0	90570	894	5.0	runtest
test	Q0	77548	895	5.0	runtest
test	Q0	70768	896	5.0	runtest
test	Q0	63604	897	5.0	runtest
test	Q0	63596	898	5.0	runtest
test	Q0	60396	899	5.0	runtest
test	Q0	60394	900	5.0	runtest
test	Q0	57148	901	5.0	runtest
test	Q0	55444	902	5.0	runtest
test	Q0	50224	903	5.0	runtest
test	Q0	47269	904	5.0	runtest
test	Q0	43435	905	5.0	runtest
test	Q0	37794	906	5.0	runtest
test	Q0	29654	907	5.0	runtest
test	Q0	22998	908	5.0	runtest
test	Q0	22992	909	5.0	runtest
test	Q0	18123	910	5.0	runtest
test	Q0	17581	911	5.0	runtest
test	Q0	17564	912	5.0	runtest
test	Q0	15487	913	5.0	runtest
test	Q0	4182	914	5.0	runtest
test	Q0	3299	915	5.0	runtest
test	Q0	889226	916	4.0	runtest
test	Q0	889203	917	4.0	runtest
test	Q0	887846	918	4.0	runtest
test	Q0	880475	919	4.0	runtest
test	Q0	877194	920	4.0	runtest
test	Q0	877106	921	4.0	runtest
test	Q0	873648	922	4.0	runtest
test	Q0	873634	923	4.0	runtest
test	Q0	873631	924	4.0	runtest
test	Q0	871620	925	4.0	runtest
test	Q0	870189	926	4.0	runtest
test	Q0	870087	927	4.0	runtest
test	Q0	870029	928	4.0	runtest
test	Q0	868520	929	4.0	runtest
test	Q0	866625	930	4.0	runtest
test	Q0	864972	931	4.0	runtest
test	Q0	863293	932	4.0	runtest
test	Q0	863238	933	4.0	runtest
test	Q0	861102	934	4.0	runtest
test	Q0	859794	935	4.0	runtest
test	Q0	859671	936	4.0	runtest
test	Q0	858260	937	4.0	runtest
test	Q0	856393	938	4.0	runtest
test	Q0	856376	939	4.0	runtest
test	Q0	852779	940	4.0	runtest
test	Q0	851941	941	4.0	runtest
test	Q0	849350	942	4.0	runtest
test	Q0	848262	943	4.0	runtest
test	Q0	845860	944	4.0	runtest
test	Q0	845830	945	4.0	runtest
test	Q0	845801	946	4.0	runtest
test	Q0	845796	947	4.0	runtest
test	Q0	845786	948	4.0	runtest
test	Q0	843657	949	4.0	runtest
test	Q0	842992	950	4.0	runtest
test	Q0	842465	951	4.0	runtest
test	Q0	841856	952	4.0	runtest
test	Q0	835459	953	4.0	runtest
test	Q0	835401	954	4.0	runtest
test	Q0	834177	955	4.0	runtest
test	Q0	831990	956	4.0	runtest
test	Q0	828594	957	4.0	runtest
test	Q0	828534	958	4.0	runtest
test	Q0	828497	959	4.0	runtest
test	Q0	825679	960	4.0	runtest
test	Q0	825165	961	4.0	runtest
test	Q0	824414	962	4.0	runtest
test	Q0	821715	963	4.0	runtest
test	Q0	821704	964	4.0	runtest
test	Q0	821653	965	4.0	runtest
test	Q0	819831	966	4.0	runtest
test	Q0	814673	967	4.0	runtest
test	Q0	812482	968	4.0	runtest
test	Q0	793535	969	4.0	runtest
test	Q0	790117	970	4.0	runtest
test	Q0	789734	971	4.0	runtest
test	Q0	785921	972	4.0	runtest
test	Q0	783643	973	4.0	runtest
test	Q0	783337	974	4.0	runtest
test	Q0	770173	975	4.0	runtest
test	Q0	762667	976	4.0	runtest
test	Q0	757491	977	4.0	runtest
test	Q0	756786	978	4.0	runtest
test	Q0	752927	979	4.0	runtest
test	Q0	751159	980	4.0	runtest
test	Q0	749502	981	4.0	runtest
test	Q0	742437	982	4.0	runtest
test	Q0	741117	983	4.0	runtest
test	Q0	739359	984	4.0	runtest
test	Q0	735287	985	4.0	runtest
test	Q0	734963	986	4.0	runtest
test	Q0	734454	987	4.0	runtest
test	Q0	729728	988	4.0	runtest
test	Q0	725500	989	4.0	runtest
test	Q0	725298	990	4.0	runtest
test	Q0	722083	991	4.0	runtest
test	Q0	722044	992	4.0	runtest
test	Q0	722039	993	4.0	runtest
test	Q0	721999	994	4.0	runtest
test	Q0	720915	995	4.0	runtest
test	Q0	720892	996	4.0	runtest
test	Q0	716009	997	4.0	runtest
test	Q0	713561	998	4.0	runtest
test	Q0	706808	999	4.0	runtest
test	Q0	702403	1000	4.0	runtest
test	Q0	701416	1001	4.0	runtest
test	Q0	700533	1002	4.0	runtest
test	Q0	690116	1003	4.0	runtest
test	Q0	689305	1004	4.0	runtest
test	Q0	686481	1005	4.0	runtest
test	Q0	674588	1006	4.0	runtest
test	Q0	667239	1007	4.0	runtest
test	Q0	666194	1008	4.0	runtest
test	Q0	666122	1009	4.0	runtest
test	Q0	665681	1010	4.0	runtest
test	Q0	665649	1011	4.0	runtest
test	Q0	663867	1012	4.0	runtest
test	Q0	662736	1013	4.0	runtest
test	Q0	660600	1014	4.0	runtest
test	Q0	659402	1015	4.0	runtest
test	Q0	649432	1016	4.0	runtest
test	Q0	644914	1017	4.0	runtest
test	Q0	638362	1018	4.0	runtest
test	Q0	631351	1019	4.0	runtest
test	Q0	631036	1020	4.0	runtest
test	Q0	623514	1021	4.0	runtest
test	Q0	619683	1022	4.0	runtest
test	Q0	617722	1023	4.0	runtest
test	Q0	615027	1024	4.0	runtest
test	Q0	611116	1025	4.0	runtest
test	Q0	610989	1026	4.0	runtest
test	Q0	610863	1027	4.0	runtest
test	Q0	609452	1028	4.0	runtest
test	Q0	605749	1029	4.0	runtest
test	Q0	603838	1030	4.0	runtest
test	Q0	602418	1031	4.0	runtest
test	Q0	602041	1032	4.0	runtest
test	Q0	600890	1033	4.0	runtest
test	Q0	600626	1034	4.0	runtest
test	Q0	597040	1035	4.0	runtest
test	Q0	597005	1036	4.0	runtest
test	Q0	596008	1037	4.0	runtest
test	Q0	590398	1038	4.0	runtest
test	Q0	585779	1039	4.0	runtest
test	Q0	583809	1040	4.0	runtest
test	Q0	578264	1041	4.0	runtest
test	Q0	575126	1042	4.0	runtest
test	Q0	573252	1043	4.0	runtest
test	Q0	573208	1044	4.0	runtest
test	Q0	573205	1045	4.0	runtest
test	Q0	573200	1046	4.0	runtest
test	Q0	567533	1047	4.0	runtest
test	Q0	565751	1048	4.0	runtest
test	Q0	555161	1049	4.0	runtest
test	Q0	553664	1050	4.0	runtest
test	Q0	551526	1051	4.0	runtest
test	Q0	549563	1052	4.0	runtest
test	Q0	539931	1053	4.0	runtest
test	Q0	538806	1054	4.0	runtest
test	Q0	538802	1055	4.0	runtest
test	Q0	538497	1056	4.0	runtest
test	Q0	535691	1057	4.0	runtest
test	Q0	535387	1058	4.0	runtest
test	Q0	532474	1059	4.0	runtest
test	Q0	529323	1060	4.0	runtest
test	Q0	514185	1061	4.0	runtest
test	Q0	508029	1062	4.0	runtest
test	Q0	500654	1063	4.0	runtest
test	Q0	500516	1064	4.0	runtest
test	Q0	499213	1065	4.0	runtest
test	Q0	486420	1066	4.0	runtest
test	Q0	484373	1067	4.0	runtest
test	Q0	483913	1068	4.0	runtest
test	Q0	483364	1069	4.0	runtest
test	Q0	476834	1070	4.0	runtest
test	Q0	476601	1071	4.0	runtest
test	Q0	472843	1072	4.0	runtest
test	Q0	470621	1073	4.0	runtest
test	Q0	470426	1074	4.0	runtest
test	Q0	470407	1075	4.0	runtest
test	Q0	469168	1076	4.0	runtest
test	Q0	465339	1077	4.0	runtest
test	Q0	465324	1078	4.0	runtest
test	Q0	465250	1079	4.0	runtest
test	Q0	461325	1080	4.0	runtest
test	Q0	461276	1081	4.0	runtest
test	Q0	458147	1082	4.0	runtest
test	Q0	456130	1083	4.0	runtest
test	Q0	453799	1084	4.0	runtest
test	Q0	453798	1085	4.0	runtest
test	Q0	453778	1086	4.0	runtest
test	Q0	453259	1087	4.0	runtest
test	Q0	452697	1088	4.0	runtest
test	Q0	452304	1089	4.0	runtest
test	Q0	451720	1090	4.0	runtest
test	Q0	449741	1091	4.0	runtest
test	Q0	449703	1092	4.0	runtest
test	Q0	449683	1093	4.0	runtest
test	Q0	442746	1094	4.0	runtest
test	Q0	440532	1095	4.0	runtest
test	Q0	438100	1096	4.0	runtest
test	Q0	437878	1097	4.0	runtest
test	Q0	435817	1098	4.0	runtest
test	Q0	435263	1099	4.0	runtest
test	Q0	434942	1100	4.0	runtest
test	Q0	433651	1101	4.0	runtest
test	Q0	432379	1102	4.0	runtest
test	Q0	428799	1103	4.0	runtest
test	Q0	428786	1104	4.0	runtest
test	Q0	428757	1105	4.0	runtest
test	Q0	428738	1106	4.0	runtest
test	Q0	428712	1107	4.0	runtest
test	Q0	428711	1108	4.0	runtest
test	Q0	428709	1109	4.0	runtest
test	Q0	422050	1110	4.0	runtest
test	Q0	421135	1111	4.0	runtest
test	Q0	419692	1112	4.0	runtest
test	Q0	418313	1113	4.0	runtest
test	Q0	407524	1114	4.0	runtest
test	Q0	406329	1115	4.0	runtest
test	Q0	400632	1116	4.0	runtest
test	Q0	397751	1117	4.0	runtest
test	Q0	393471	1118	4.0	runtest
test	Q0	393406	1119	4.0	runtest
test	Q0	393377	1120	4.0	runtest
test	Q0	392212	1121	4.0	runtest
test	Q0	390623	1122	4.0	runtest
test	Q0	386084	1123	4.0	runtest
test	Q0	383835	1124	4.0	runtest
test	Q0	380877	1125	4.0	runtest
test	Q0	378637	1126	4.0	runtest
test	Q0	378624	1127	4.0	runtest
test	Q0	378590	1128	4.0	runtest
test	Q0	378552	1129	4.0	runtest
test	Q0	377587	1130	4.0	runtest
test	Q0	370781	1131	4.0	runtest
test	Q0	370319	1132	4.0	runtest
test	Q0	367087	1133	4.0	runtest
test	Q0	364084	1134	4.0	runtest
test	Q0	357258	1135	4.0	runtest
test	Q0	349326	1136	4.0	runtest
test	Q0	348776	1137	4.0	runtest
test	Q0	345613	1138	4.0	runtest
test	Q0	345314	1139	4.0	runtest
test	Q0	337969	1140	4.0	runtest
test	Q0	336454	1141	4.0	runtest
test	Q0	336443	1142	4.0	runtest
test	Q0	335254	1143	4.0	runtest
test	Q0	330163	1144	4.0	runtest
test	Q0	327444	1145	4.0	runtest
test	Q0	325564	1146	4.0	runtest
test	Q0	322892	1147	4.0	runtest
test	Q0	320594	1148	4.0	runtest
test	Q0	318690	1149	4.0	runtest
test	Q0	315343	1150	4.0	runtest
test	Q0	308750	1151	4.0	runtest
test	Q0	304776	1152	4.0	runtest
test	Q0	303261	1153	4.0	runtest
test	Q0	299332	1154	4.0	runtest
test	Q0	294475	1155	4.0	runtest
test	Q0	291890	1156	4.0	runtest
test	Q0	289567	1157	4.0	runtest
test	Q0	284510	1158	4.0	runtest
test	Q0	282185	1159	4.0	runtest
test	Q0	278502	1160	4.0	runtest
test	Q0	277878	1161	4.0	runtest
test	Q0	276913	1162	4.0	runtest
test	Q0	269589	1163	4.0	runtest
test	Q0	269342	1164	4.0	runtest
test	Q0	262312	1165	4.0	runtest
test	Q0	262178	1166	4.0	runtest
test	Q0	262010	1167	4.0	runtest
test	Q0	259706	1168	4.0	runtest
test	Q0	248966	1169	4.0	runtest
test	Q0	248694	1170	4.0	runtest
test	Q0	243255	1171	4.0	runtest
test	Q0	241612	1172	4.0	runtest
test	Q0	238952	1173	4.0	runtest
test	Q0	236492	1174	4.0	runtest
test	Q0	226523	1175	4.0	runtest
test	Q0	217114	1176	4.0	runtest
test	Q0	217113	1177	4.0	runtest
test	Q0	215728	1178	4.0	runtest
test	Q0	214241	1179	4.0	runtest
test	Q0	207547	1180	4.0	runtest
test	Q0	207153	1181	4.0	runtest
test	Q0	205825	1182	4.0	runtest
test	Q0	193868	1183	4.0	runtest
test	Q0	189481	1184	4.0	runtest
test	Q0	185728	1185	4.0	runtest
test	Q0	185727	1186	4.0	runtest
test	Q0	185696	1187	4.0	runtest
test	Q0	185143	1188	4.0	runtest
test	Q0	184492	1189	4.0	runtest
test	Q0	175540	1190	4.0	runtest
test	Q0	174788	1191	4.0	runtest
test	Q0	168497	1192	4.0	runtest
test	Q0	163711	1193	4.0	runtest
test	Q0	162666	1194	4.0	runtest
test	Q0	154015	1195	4.0	runtest
test	Q0	145825	1196	4.0	runtest
test	Q0	141113	1197	4.0	runtest
test	Q0	134141	1198	4.0	runtest
test	Q0	134140	1199	4.0	runtest
test	Q0	131233	1200	4.0	runtest
test	Q0	124663	1201	4.0	runtest
test	Q0	119150	1202	4.0	runtest
test	Q0	110998	1203	4.0	runtest
test	Q0	105861	1204	4.0	runtest
test	Q0	103902	1205	4.0	runtest
test	Q0	100786	1206	4.0	runtest
test	Q0	96056	1207	4.0	runtest
test	Q0	91121	1208	4.0	runtest
test	Q0	81539	1209	4.0	runtest
test	Q0	77980	1210	4.0	runtest
test	Q0	77741	1211	4.0	runtest
test	Q0	77040	1212	4.0	runtest
test	Q0	72133	1213	4.0	runtest
test	Q0	69573	1214	4.0	runtest
test	Q0	63620	1215	4.0	runtest
test	Q0	63528	1216	4.0	runtest
test	Q0	62285	1217	4.0	runtest
test	Q0	57990	1218	4.0	runtest
test	Q0	57227	1219	4.0	runtest
test	Q0	53085	1220	4.0	runtest
test	Q0	39526	1221	4.0	runtest
test	Q0	36380	1222	4.0	runtest
test	Q0	32260	1223	4.0	runtest
test	Q0	29339	1224	4.0	runtest
test	Q0	26189	1225	4.0	runtest
test	Q0	22906	1226	4.0	runtest
test	Q0	21127	1227	4.0	runtest
test	Q0	1729	1228	4.0	runtest
test	Q0	1670	1229	4.0	runtest
test	Q0	888707	1230	3.0	runtest
test	Q0	888679	1231	3.0	runtest
test	Q0	880536	1232	3.0	runtest
test	Q0	878481	1233	3.0	runtest
test	Q0	877135	1234	3.0	runtest
test	Q0	877107	1235	3.0	runtest
test	Q0	877088	1236	3.0	runtest
test	Q0	873670	1237	3.0	runtest
test	Q0	873602	1238	3.0	runtest
test	Q0	866550	1239	3.0	runtest
test	Q0	864545	1240	3.0	runtest
test	Q0	864162	1241	3.0	runtest
test	Q0	863033	1242	3.0	runtest
test	Q0	860603	1243	3.0	runtest
test	Q0	856385	1244	3.0	runtest
test	Q0	854861	1245	3.0	runtest
test	Q0	848570	1246	3.0	runtest
test	Q0	848487	1247	3.0	runtest
test	Q0	848320	1248	3.0	runtest
test	Q0	846913	1249	3.0	runtest
test	Q0	845885	1250	3.0	runtest
test	Q0	844763	1251	3.0	runtest
test	Q0	843655	1252	3.0	runtest
test	Q0	843422	1253	3.0	runtest
test	Q0	840866	1254	3.0	runtest
test	Q0	838980	1255	3.0	runtest
test	Q0	837955	1256	3.0	runtest
test	Q0	834776	1257	3.0	runtest
test	Q0	834764	1258	3.0	runtest
test	Q0	832802	1259	3.0	runtest
test	Q0	832400	1260	3.0	runtest
test	Q0	831997	1261	3.0	runtest
test	Q0	827983	1262	3.0	runtest
test	Q0	825400	1263	3.0	runtest
test	Q0	825139	1264	3.0	runtest
test	Q0	821733	1265	3.0	runtest
test	Q0	821730	1266	3.0	runtest
test	Q0	821628	1267	3.0	runtest
test	Q0	814789	1268	3.0	runtest
test	Q0	814772	1269	3.0	runtest
test	Q0	812737	1270	3.0	runtest
test	Q0	811861	1271	3.0	runtest
test	Q0	807262	1272	3.0	runtest
test	Q0	804706	1273	3.0	runtest
test	Q0	803471	1274	3.0	runtest
test	Q0	803081	1275	3.0	runtest
test	Q0	800440	1276	3.0	runtest
test	Q0	800312	1277	3.0	runtest
test	Q0	798527	1278	3.0	runtest
test	Q0	798522	1279	3.0	runtest
test	Q0	794678	1280	3.0	runtest
test	Q0	794675	1281	3.0	runtest
test	Q0	793789	1282	3.0	runtest
test	Q0	793476	1283	3.0	runtest
test	Q0	792429	1284	3.0	runtest
test	Q0	789353	1285	3.0	runtest
test	Q0	788124	1286	3.0	runtest
test	Q0	786748	1287	3.0	runtest
test	Q0	785911	1288	3.0	runtest
test	Q0	782465	1289	3.0	runtest
test	Q0	781633	1290	3.0	runtest
test	Q0	778765	1291	3.0	runtest
test	Q0	778594	1292	3.0	runtest
test	Q0	774660	1293	3.0	runtest
test	Q0	774153	1294	3.0	runtest
test	Q0	770907	1295	3.0	runtest
test	Q0	768334	1296	3.0	runtest
test	Q0	766903	1297	3.0	runtest
test	Q0	764498	1298	3.0	runtest
test	Q0	758504	1299	3.0	runtest
test	Q0	757338	1300	3.0	runtest
test	Q0	757044	1301	3.0	runtest
test	Q0	753234	1302	3.0	runtest
test	Q0	752525	1303	3.0	runtest
test	Q0	752045	1304	3.0	runtest
test	Q0	750118	1305	3.0	runtest
test	Q0	745153	1306	3.0	runtest
test	Q0	743669	1307	3.0	runtest
test	Q0	740484	1308	3.0	runtest
test	Q0	738993	1309	3.0	runtest
test	Q0	738941	1310	3.0	runtest
test	Q0	737112	1311	3.0	runtest
test	Q0	728429	1312	3.0	runtest
test	Q0	725585	1313	3.0	runtest
test	Q0	723815	1314	3.0	runtest
test	Q0	722662	1315	3.0	runtest
test	Q0	722510	1316	3.0	runtest
test	Q0	719277	1317	3.0	runtest
test	Q0	717476	1318	3.0	runtest
test	Q0	716948	1319	3.0	runtest
test	Q0	711783	1320	3.0	runtest
test	Q0	709175	1321	3.0	runtest
test	Q0	704683	1322	3.0	runtest
test	Q0	704361	1323	3.0	runtest
test	Q0	703153	1324	3.0	runtest
test	Q0	701296	1325	3.0	runtest
test	Q0	698471	1326	3.0	runtest
test	Q0	695690	1327	3.0	runtest
test	Q0	694295	1328	3.0	runtest
test	Q0	691749	1329	3.0	runtest
test	Q0	690841	1330	3.0	runtest
test	Q0	688933	1331	3.0	runtest
test	Q0	688411	1332	3.0	runtest
test	Q0	688407	1333	3.0	runtest
test	Q0	685278	1334	3.0	runtest
test	Q0	681588	1335	3.0	runtest
test	Q0	680605	1336	3.0	runtest
test	Q0	675273	1337	3.0	runtest
test	Q0	674322	1338	3.0	runtest
test	Q0	673493	1339	3.0	runtest
test	Q0	670841	1340	3.0	runtest
test	Q0	667720	1341	3.0	runtest
test	Q0	666104	1342	3.0	runtest
test	Q0	664579	1343	3.0	runtest
test	Q0	654720	1344	3.0	runtest
test	Q0	648085	1345	3.0	runtest
test	Q0	645993	1346	3.0	runtest
test	Q0	640820	1347	3.0	runtest
test	Q0	635049	1348	3.0	runtest
test	Q0	635042	1349	3.0	runtest
test	Q0	634093	1350	3.0	runtest
test	Q0	634008	1351	3.0	runtest
test	Q0	632965	1352	3.0	runtest
test	Q0	631169	1353	3.0	runtest
test	Q0	628591	1354	3.0	runtest
test	Q0	623361	1355	3.0	runtest
test	Q0	620976	1356	3.0	runtest
test	Q0	620961	1357	3.0	runtest
test	Q0	618915	1358	3.0	runtest
test	Q0	618482	1359	3.0	runtest
test	Q0	618079	1360	3.0	runtest
test	Q0	618078	1361	3.0	runtest
test	Q0	617723	1362	3.0	runtest
test	Q0	615907	1363	3.0	runtest
test	Q0	613377	1364	3.0	runtest
test	Q0	608122	1365	3.0	runtest
test	Q0	604177	1366	3.0	runtest
test	Q0	602164	1367	3.0	runtest
test	Q0	594307	1368	3.0	runtest
test	Q0	590395	1369	3.0	runtest
test	Q0	586722	1370	3.0	runtest
test	Q0	585206	1371	3.0	runtest
test	Q0	582213	1372	3.0	runtest
test	Q0	581967	1373	3.0	runtest
test	Q0	580950	1374	3.0	runtest
test	Q0	580148	1375	3.0	runtest
test	Q0	580011	1376	3.0	runtest
test	Q0	579278	1377	3.0	runtest
test	Q0	578490	1378	3.0	runtest
test	Q0	576751	1379	3.0	runtest
test	Q0	574995	1380	3.0	runtest
test	Q0	573688	1381	3.0	runtest
test	Q0	572941	1382	3.0	runtest
test	Q0	572331	1383	3.0	runtest
test	Q0	570346	1384	3.0	runtest
test	Q0	568608	1385	3.0	runtest
test	Q0	567610	1386	3.0	runtest
test	Q0	564692	1387	3.0	runtest
test	Q0	562966	1388	3.0	runtest
test	Q0	561128	1389	3.0	runtest
test	Q0	558556	1390	3.0	runtest
test	Q0	555949	1391	3.0	runtest
test	Q0	555247	1392	3.0	runtest
test	Q0	555122	1393	3.0	runtest
test	Q0	552809	1394	3.0	runtest
test	Q0	552050	1395	3.0	runtest
test	Q0	551510	1396	3.0	runtest
test	Q0	550486	1397	3.0	runtest
test	Q0	549221	1398	3.0	runtest
test	Q0	549220	1399	3.0	runtest
test	Q0	547675	1400	3.0	runtest
test	Q0	546995	1401	3.0	runtest
test	Q0	545662	1402	3.0	runtest
test	Q0	545076	1403	3.0	runtest
test	Q0	545004	1404	3.0	runtest
test	Q0	544485	1405	3.0	runtest
test	Q0	539308	1406	3.0	runtest
test	Q0	537291	1407	3.0	runtest
test	Q0	534425	1408	3.0	runtest
test	Q0	533243	1409	3.0	runtest
test	Q0	531741	1410	3.0	runtest
test	Q0	527116	1411	3.0	runtest
test	Q0	526786	1412	3.0	runtest
test	Q0	526770	1413	3.0	runtest
test	Q0	526223	1414	3.0	runtest
test	Q0	522866	1415	3.0	runtest
test	Q0	522484	1416	3.0	runtest
test	Q0	520459	1417	3.0	runtest
test	Q0	520453	1418	3.0	runtest
test	Q0	520452	1419	3.0	runtest
test	Q0	515677	1420	3.0	runtest
test	Q0	514745	1421	3.0	runtest
test	Q0	513530	1422	3.0	runtest
test	Q0	512936	1423	3.0	runtest
test	Q0	509486	1424	3.0	runtest
test	Q0	505189	1425	3.0	runtest
test	Q0	504200	1426	3.0	runtest
test	Q0	502725	1427	3.0	runtest
test	Q0	499694	1428	3.0	runtest
test	Q0	496345	1429	3.0	runtest
test	Q0	493696	1430	3.0	runtest
test	Q0	492039	1431	3.0	runtest
test	Q0	488170	1432	3.0	runtest
test	Q0	488135	1433	3.0	runtest
test	Q0	488019	1434	3.0	runtest
test	Q0	487742	1435	3.0	runtest
test	Q0	485907	1436	3.0	runtest
test	Q0	483599	1437	3.0	runtest
test	Q0	480949	1438	3.0	runtest
test	Q0	480809	1439	3.0	runtest
test	Q0	479380	1440	3.0	runtest
test	Q0	477784	1441	3.0	runtest
